Bad Coding Practices - (1006),43,6991006,"Weaknesses in this category are related to coding practices that are deemed unsafe and increase the chances that an exploitable vulnerability will be present in the application. These weaknesses do not directly introduce a vulnerability, but indicate that the product has not been carefully developed or maintained. If a program is complex, difficult to maintain, not portable, or shows evidence of neglect, then there is a higher likelihood that weaknesses are buried in the code.",0
Missing Default Case in Switch Statement - (478),44,6991006478,"The code does not have a default case in a switch statement, which might lead to complex logical errors and resultant weaknesses.",6991006
Reliance on Package-level Scope - (487),45,6991006487,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.",6991006
Active Debug Code - (489),46,6991006489,"The application is deployed to unauthorized actors with debugging code still enabled or active, which can create unintended entry points or expose sensitive information.",6991006
Suspicious Comment - (546),47,6991006546,"The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses.",6991006
"Use of Hard-coded, Security-relevant Constants - (547)",48,6991006547,"The program uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change.",6991006
Dead Code - (561),49,6991006561,"The software contains dead code, which can never be executed.",6991006
Return of Stack Variable Address - (562),50,6991006562,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash.",6991006
Assignment to Variable without Use - (563),51,6991006563,"The variable's value is assigned but never used, making it a dead store.Unused Variable",6991006
Object Model Violation: Just One of Equals and Hashcode Defined - (581),52,6991006581,The software does not maintain equal hashcodes for equal objects.,6991006
Explicit Call to Finalize() - (586),53,6991006586,The software makes an explicit call to the finalize() method from outside the finalizer.,6991006
Multiple Binds to the Same Port - (605),54,6991006605,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed.",6991006
Variable Extraction Error - (621),55,6991006621,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables.Variable overwrite",6991006
Dynamic Variable Evaluation - (627),56,6991006627,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions.Dynamic evaluation",6991006
Function Call with Incorrectly Specified Arguments - (628),57,6991006628,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses.",6991006
Use of Multiple Resources with Duplicate Identifier - (694),58,6991006694,"The software uses multiple resources that can have the same identifier, in a context in which unique identifiers are required.",6991006
Use of Redundant Code - (1041),59,69910061041,"The software has multiple functions, methods, procedures, macros, etc. that
					contain the same code.",6991006
Data Element Aggregating an Excessively Large Number of Non-Primitive Elements - (1043),60,69910061043,"The software uses a data element that has an excessively large
					number of sub-elements with non-primitive data types such as structures or aggregated objects.",6991006
Architecture with Number of Horizontal Layers Outside of Expected Range - (1044),61,69910061044,"The software's architecture contains too many - or too few -
					horizontal layers.",6991006
Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor - (1045),62,69910061045,"A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor.",6991006
Creation of Immutable Text Using String Concatenation - (1046),63,69910061046,The software creates an immutable text string using string concatenation operations.,6991006
Invokable Control Element with Large Number of Outward Calls - (1048),64,69910061048,"The code contains callable control elements that
         contain an excessively large number of references to other
         application objects external to the context of the callable,
         i.e. a Fan-Out value that is excessively large.",6991006
Excessive Data Query Operations in a Large Data Table - (1049),65,69910061049,"The software performs a data query with a large number of joins
					and sub-queries on a large data table.",6991006
Excessive Platform Resource Consumption within a Loop - (1050),66,69910061050,"The software has a loop body or loop condition that contains a control element that directly or
					indirectly consumes platform resources, e.g. messaging, sessions, locks, or file
					descriptors.",6991006
Creation of Class Instance within a Static Code Block - (1063),67,69910061063,A static code block creates an instance of a class.,6991006
Runtime Resource Management Control Element in a Component Built to Run on Application Servers - (1065),68,69910061065,"The application uses deployed components from application servers, but it also uses low-level functions/methods for management of resources, instead of the API provided by the application server.",6991006
Missing Serialization Control Element - (1066),69,69910061066,"The software contains a serializable data element that does not
					have an associated serialization method.",6991006
Excessive Execution of Sequential Searches of Data Resource - (1067),70,69910061067,"The software contains a data query against an SQL table or view
					that is configured in a way that does not utilize an index and may cause
					sequential searches to be performed.",6991006
Serializable Data Element Containing non-Serializable Item Elements - (1070),71,69910061070,"The software contains a serializable, storable data element such as a field or member,
					but the data element contains member elements that are not
					serializable.",6991006
Empty Code Block - (1071),72,69910061071,"The source code contains a block that does not contain any code, i.e., the block is empty.",6991006
Data Resource Access without Use of Connection Pooling - (1072),73,69910061072,"The software accesses a data resource through a database without using a
					connection pooling capability.",6991006
Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses - (1073),74,69910061073,"The software contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities.",6991006
Parent Class without Virtual Destructor Method - (1079),75,69910061079,"A parent class contains one or more child classes, but the parent class does not have a virtual destructor method.",6991006
Class Instance Self Destruction Control Element - (1082),76,69910061082,The code contains a class instance that calls the method or function to delete or destroy itself.,6991006
Invokable Control Element with Excessive File or Data Access Operations - (1084),77,69910061084,"A function or method contains too many
					operations that utilize a data manager or file resource.",6991006
Invokable Control Element with Excessive Volume of Commented-out Code - (1085),78,69910061085,"A function, method, procedure, etc. contains an excessive amount of code that has been
					commented out within its body.",6991006
Class with Virtual Method without a Virtual Destructor - (1087),79,69910061087,"A class contains a virtual method, but the method does not have an associated virtual destructor.",6991006
Large Data Table with Excessive Number of Indices - (1089),80,69910061089,"The software uses a large data table that contains an excessively large number of
					indices.",6991006
Use of Object without Invoking Destructor Method - (1091),81,69910061091,"The software contains a method that accesses an object but does not later invoke
					the element's associated finalize/destructor method.",6991006
Use of Same Invokable Control Element in Multiple Architectural Layers - (1092),82,69910061092,"The software uses the same control element across multiple
					architectural layers.",6991006
Excessive Index Range Scan for a Data Resource - (1094),83,69910061094,"The software contains an index range scan for a large data table,
					but the scan can cover a large number of rows.",6991006
Persistent Storable Data Element without Associated Comparison Control Element - (1097),84,69910061097,"The software uses a storable data element that does not have
					all of the associated functions or methods that are necessary to support
					comparison.",6991006
Data Element containing Pointer Item without Proper Copy Control Element - (1098),85,69910061098,The code contains a data element with a pointer that does not have an associated copy or constructor method.,6991006
Inconsistent Naming Conventions for Identifiers - (1099),86,69910061099,"The product's code, documentation, or other artifacts do not
					consistently use the same naming conventions for variables, callables, groups of
					related callables, I/O capabilities, data types, file names, or similar types of
					elements.",6991006
Reliance on Runtime Component in Generated Code - (1101),87,69910061101,"The product uses automatically-generated code that cannot be
					executed without a specific runtime support component.",6991006
Reliance on Machine-Dependent Data Representation - (1102),88,69910061102,"The code uses a data representation that relies on low-level
					data representation or constructs that may vary across different processors,
					physical machines, OSes, or other physical components.",6991006
Use of Platform-Dependent Third Party Components - (1103),89,69910061103,"The product relies on third-party software components that do
					not provide equivalent functionality across all desirable
					platforms.",6991006
Use of Unmaintained Third Party Components - (1104),90,69910061104,"The product relies on third-party components that are not
					actively supported or maintained by the original developer or a trusted proxy
					for the original developer.",6991006
Insufficient Use of Symbolic Constants - (1106),91,69910061106,"The source code uses literal constants that may need to change
					or evolve over time, instead of using symbolic constants.",6991006
Insufficient Isolation of Symbolic Constant Definitions - (1107),92,69910061107,"The source code uses symbolic constants, but it does not
					sufficiently place the definitions of these constants into a more centralized or
					isolated location.",6991006
Excessive Reliance on Global Variables - (1108),93,69910061108,"The code is structured in a way that relies too much on using
					or setting global variables throughout various points in the code, instead of
					preserving the associated information in a narrower, more local
					context.",6991006
Use of Same Variable for Multiple Purposes - (1109),94,69910061109,"The code contains a callable, block, or other code element in
					which the same variable is used to control more than one unique task or store
					more than one instance of data.",6991006
Inappropriate Comment Style - (1113),95,69910061113,"The source code uses comment styles or formats that are
					inconsistent or do not follow expected standards for the
					product.",6991006
Inappropriate Whitespace Style - (1114),96,69910061114,"The source code contains whitespace that is inconsistent across
					the code or does not follow expected standards for the
					product.",6991006
Source Code Element without Standard Prologue - (1115),97,69910061115,"The source code contains elements such as source files 
					that do not consistently provide a prologue or header that has been
					standardized for the project.",6991006
Inaccurate Comments - (1116),98,69910061116,"The source code contains comments that do not accurately
					describe or explain aspects of the portion of the code with which the comment is
					associated.",6991006
Callable with Insufficient Behavioral Summary - (1117),99,69910061117,"The code contains a function or method whose signature and/or associated
					inline documentation does not sufficiently describe the callable's inputs, outputs,
					side effects, assumptions, or return codes.",6991006
Declaration of Variable with Unnecessarily Wide Scope - (1126),100,69910061126,"The source code declares a variable in one scope, but the
					variable is only used within a narrower scope.",6991006
Compilation with Insufficient Warnings or Errors - (1127),101,69910061127,"The code is compiled without sufficient warnings enabled, which
					may prevent the detection of subtle bugs or quality
					issues.",6991006
Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations - (1235),102,69910061235,"The code uses boxed primitives, which may introduce inefficiencies into performance-critical operations.",6991006
Behavioral Problems - (438),103,699438,Weaknesses in this category are related to unexpected behaviors from code that an application uses.,0
Misinterpretation of Input - (115),104,699438115,"The software misinterprets an input, whether from an attacker or another product, in a security-relevant fashion.",699438
Incorrect Behavior Order: Early Validation - (179),105,699438179,"The software validates input before applying protection mechanisms that modify the input, which could allow an attacker to bypass the validation via dangerous inputs that only arise after the modification.",699438
Incorrect Behavior Order: Early Amplification - (408),106,699438408,The software allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.,699438
Incomplete Model of Endpoint Features - (437),107,699438437,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",699438
Behavioral Change in New Version or Environment - (439),108,699438439,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.Functional change",699438
Expected Behavior Violation - (440),109,699438440,"A feature, API, or function being used by a product behaves differently than the product expects.",699438
Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') - (444),110,699438444,"When malformed or abnormal HTTP requests are interpreted by one or more entities in the data flow between the user and the web server, such as a proxy or firewall, they can be interpreted inconsistently, allowing the attacker to ""smuggle"" a request to one device without the other device being aware of it.",699438
Use of Incorrect Operator - (480),111,699438480,"The programmer accidentally uses the wrong operator, which changes the application logic in security-relevant ways.",699438
Incorrect Block Delimitation - (483),112,699438483,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error.",699438
Omitted Break Statement in Switch - (484),113,699438484,"The program omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition.",699438
Incorrect Behavior Order: Authorization Before Parsing and Canonicalization - (551),114,699438551,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection.",699438
Execution After Redirect (EAR) - (698),115,699438698,"The web application sends a redirect to another location, but instead of exiting, it executes additional code.Redirect Without Exit",699438
Compiler Optimization Removal or Modification of Security-critical Code - (733),116,699438733,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified.",699438
Operator Precedence Logic Error - (783),117,699438783,The program uses an expression in which operator precedence causes incorrect logic to be used.,699438
Loop with Unreachable Exit Condition ('Infinite Loop') - (835),118,699438835,"The program contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop.",699438
"Improper Enforcement of a Single, Unique Action - (837)",119,699438837,"The software requires that an actor should only be able to perform an action once, or to have only one unique action, but the software does not enforce or improperly enforces this restriction.",699438
Improper Enforcement of Behavioral Workflow - (841),120,699438841,"The software supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence.",699438
Comparison Using Wrong Factors - (1025),121,6994381025,"The code performs a comparison between two entities, but the comparison examines the wrong factors or characteristics of the entities, which can lead to incorrect results and resultant weaknesses.",699438
Processor Optimization Removal or Modification of Security-critical Code - (1037),122,6994381037,"The developer builds a security-critical protection mechanism into the software, but the processor optimizes the execution of the program such that the mechanism is removed or modified.",699438
Business Logic Errors - (840),123,699840,"Weaknesses in this category identify some of the underlying problems that commonly allow attackers to manipulate the business logic of an application. Errors in business logic can be devastating to an entire application. They can be difficult to find automatically, since they typically involve legitimate use of the application's functionality. However, many business logic errors can exhibit patterns that are similar to well-understood implementation and design weaknesses.",0
Unverified Ownership - (283),124,699840283,The software does not properly verify that a critical resource is owned by the proper entity.,699840
Authentication Bypass Using an Alternate Path or Channel - (288),125,699840288,"A product requires authentication, but the product has an alternate path or channel that does not require authentication.",699840
Authorization Bypass Through User-Controlled Key - (639),126,699840639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.Insecure Direct Object Reference / IDORHorizontal Authorization,699840
Weak Password Recovery Mechanism for Forgotten Password - (640),127,699840640,"The software contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",699840
Incorrect Ownership Assignment - (708),128,699840708,"The software assigns an owner to a resource, but the owner is outside of the intended control sphere.",699840
Allocation of Resources Without Limits or Throttling - (770),129,699840770,"The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",699840
Premature Release of Resource During Expected Lifetime - (826),130,699840826,The program releases a resource that is still intended to be used by the program itself or another actor.,699840
"Improper Enforcement of a Single, Unique Action - (837)",131,699840837,"The software requires that an actor should only be able to perform an action once, or to have only one unique action, but the software does not enforce or improperly enforces this restriction.",699840
Improper Enforcement of Behavioral Workflow - (841),132,699840841,"The software supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence.",699840
Communication Channel Errors - (417),133,699417,"Weaknesses in this category are related to improper handling of communication channels and access paths. These weaknesses include problems in creating, managing, or removing alternate channels and alternate paths. Some of these can overlap virtual file problems and are commonly used in ""bypass"" attacks, such as those that exploit authentication errors.",0
Key Exchange without Entity Authentication - (322),134,699417322,The software performs a key exchange with an actor without verifying the identity of that actor.,699417
Origin Validation Error - (346),135,699417346,The software does not properly verify that the source of data or communication is valid.,699417
Covert Timing Channel - (385),136,699417385,"Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information.",699417
Unprotected Primary Channel - (419),137,699417419,"The software uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",699417
Unprotected Alternate Channel - (420),138,699417420,"The software protects a primary channel, but it does not use the same level of protection for an alternate channel.",699417
Direct Request ('Forced Browsing') - (425),139,699417425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.forced browsing",699417
Covert Storage Channel - (515),140,699417515,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.,699417
Improper Enforcement of Message Integrity During Transmission in a Communication Channel - (924),141,699417924,"The software establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",699417
Improper Verification of Source of a Communication Channel - (940),142,699417940,"The software establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin.",699417
Incorrectly Specified Destination in a Communication Channel - (941),143,699417941,"The software creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor.",699417
Complexity Issues - (1226),144,6991226,Weaknesses in this category are associated with things being overly complex.,0
Data Element Aggregating an Excessively Large Number of Non-Primitive Elements - (1043),145,69912261043,"The software uses a data element that has an excessively large
					number of sub-elements with non-primitive data types such as structures or aggregated objects.",6991226
Modules with Circular Dependencies - (1047),146,69912261047,"The software contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies.",6991226
Multiple Inheritance from Concrete Classes - (1055),147,69912261055,"The software contains a class with inheritance from more than
					one concrete class.",6991226
Invokable Control Element with Variadic Parameters - (1056),148,69912261056,"A named-callable or method control element has a signature that
					supports a variable (variadic) number of parameters or arguments.",6991226
Excessive Number of Inefficient Server-Side Data Accesses - (1060),149,69912261060,The software performs too many data queries without using efficient data processing functionality such as stored procedures.,6991226
Invokable Control Element with Signature Containing an Excessive Number of Parameters - (1064),150,69912261064,"The software contains a function, subroutine, or method whose signature has an unnecessarily large number of
					parameters/arguments.",6991226
Class with Excessively Deep Inheritance - (1074),151,69912261074,"A class has an inheritance level that is too high, i.e., it
					has a large number of parent classes.",6991226
Unconditional Control Flow Transfer outside of Switch Block - (1075),152,69912261075,"The software performs unconditional control transfer (such as a
					""goto"") in code outside of a branching structure such as a switch
					block.",6991226
Source Code File with Excessive Number of Lines of Code - (1080),153,69912261080,"A source code file has too many lines of
					code.",6991226
Class with Excessive Number of Child Classes - (1086),154,69912261086,"A class contains an unnecessarily large number of
					children.",6991226
Loop Condition Value Update within the Loop - (1095),155,69912261095,"The software uses a loop with a control flow condition based on
					a value that is updated within the body of the loop.",6991226
Excessive Use of Unconditional Branching - (1119),156,69912261119,"The code uses too many unconditional branches (such as
					""goto"").",6991226
Excessive McCabe Cyclomatic Complexity - (1121),157,69912261121,"The code contains McCabe cyclomatic complexity that exceeds a
	desirable maximum.",6991226
Excessive Halstead Complexity - (1122),158,69912261122,"The code is structured in a way that a Halstead complexity
					measure exceeds a desirable maximum.",6991226
Excessive Use of Self-Modifying Code - (1123),159,69912261123,"The product uses too much self-modifying
					code.",6991226
Excessively Deep Nesting - (1124),160,69912261124,"The code contains a callable or other code grouping in which
					the nesting / branching is too deep.",6991226
Excessive Attack Surface - (1125),161,69912261125,"The product has an attack surface whose quantitative
					measurement exceeds a desirable maximum.",6991226
Concurrency Issues - (557),162,699557,Weaknesses in this category are related to concurrent use of shared resources.,0
Race Condition Enabling Link Following - (363),163,699557363,"The software checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the software to access the wrong file.",699557
Signal Handler Race Condition - (364),164,699557364,The software uses a signal handler that introduces a race condition.,699557
Race Condition in Switch - (365),165,699557365,"The code contains a switch statement in which the switched variable can be modified while the switch is still executing, resulting in unexpected behavior.",699557
Race Condition within a Thread - (366),166,699557366,"If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined.",699557
Time-of-check Time-of-use (TOCTOU) Race Condition - (367),167,699557367,"The software checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check. This can cause the software to perform invalid actions when the resource is in an unexpected state.TOCTTOUTOCCTOU",699557
Context Switching Race Condition - (368),168,699557368,"A product performs a series of non-atomic actions to switch between contexts that cross privilege or other security boundaries, but a race condition allows an attacker to modify or misrepresent the product's behavior during the switch.",699557
Symbolic Name not Mapping to Correct Object - (386),169,699557386,"A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time.",699557
Race Condition During Access to Alternate Channel - (421),170,699557421,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",699557
Unsynchronized Access to Shared Data in a Multithreaded Context - (567),171,699557567,"The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes.",699557
Empty Synchronized Block - (585),172,699557585,The software contains an empty synchronized block.,699557
Use of a Non-reentrant Function in a Concurrent Context - (663),173,699557663,The software calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state.,699557
Missing Synchronization - (820),174,699557820,The software utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.,699557
Incorrect Synchronization - (821),175,699557821,"The software utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.",699557
Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element - (1058),176,6995571058,"The code contains a function or method that
		 operates in a multi-threaded environment but owns an unsafe non-final
		                     static storable or member data element.",699557
Synchronous Access of Remote Resource without Timeout - (1088),177,6995571088,"The code has a synchronous call to a remote resource, but there is no timeout for the call, or the timeout is set to infinite.",699557
Credentials Management Errors - (255),178,699255,Weaknesses in this category are related to the management of credentials.,0
Unprotected Storage of Credentials - (256),179,699255256,Storing a password in plaintext may result in a system compromise.,699255
Storing Passwords in a Recoverable Format - (257),180,699255257,"The storage of passwords in a recoverable format makes them subject to password reuse attacks by malicious users. In fact, it should be noted that recoverable encrypted passwords provide no significant benefit over plaintext passwords since they are subject not only to reuse by malicious attackers but also by malicious insiders. If a system administrator can recover a password directly, or use a brute force search on the available information, the administrator can use the password on other accounts.",699255
Password in Configuration File - (260),181,699255260,The software stores a password in a configuration file that might be accessible to actors who do not know the password.,699255
Weak Encoding for Password - (261),182,699255261,Obscuring a password with a trivial encoding does not protect the password.,699255
Not Using Password Aging - (262),183,699255262,"If no mechanism is in place for managing password aging, users will have no incentive to update passwords in a timely manner.",699255
Password Aging with Long Expiration - (263),184,699255263,Allowing password aging to occur unchecked can result in the possibility of diminished password integrity.,699255
Use of a Key Past its Expiration Date - (324),185,699255324,"The product uses a cryptographic key or password past its expiration date, which diminishes its safety significantly by increasing the timing window for cracking attacks against that key.",699255
Weak Password Requirements - (521),186,699255521,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",699255
Unprotected Transport of Credentials - (523),187,699255523,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,699255
Missing Password Field Masking - (549),188,699255549,"The software does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.",699255
Unverified Password Change - (620),189,699255620,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.",699255
Weak Password Recovery Mechanism for Forgotten Password - (640),190,699255640,"The software contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",699255
