Direct Request ('Forced Browsing') - (425),66,1000284285862638424425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.forced browsing",1000284285862638424
Improper Authorization in Handler for Custom URL Scheme - (939),67,1000284285862939,"The software uses a handler for a custom URL scheme, but it does not properly restrict which actors can invoke the handler using the scheme.",1000284285862
Incorrect Authorization - (863),68,1000284285863,"The software performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.AuthZ",1000284285
Incorrect Behavior Order: Authorization Before Parsing and Canonicalization - (551),69,1000284285863551,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection.",1000284285863
Authorization Bypass Through User-Controlled Key - (639),70,1000284285863639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.Insecure Direct Object Reference / IDORHorizontal Authorization,1000284285863
Authorization Bypass Through User-Controlled SQL Primary Key - (566),71,1000284285863639566,"The software uses a database table that includes records that should not be accessible to an actor, but it executes a SQL statement with a primary key that can be controlled by that actor.",1000284285863639
Use of Non-Canonical URL Paths for Authorization Decisions - (647),72,1000284285863647,The software defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.,1000284285863
Guessable CAPTCHA - (804),73,1000284285863804,"The software uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.",1000284285863
Improper Export of Android Application Components - (926),74,1000284285926,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains.",1000284285
Use of Implicit Intent for Sensitive Communication - (927),75,1000284285927,The Android application uses an implicit intent for transmitting sensitive data to other applications.,1000284285
Incorrect User Management - (286),76,1000284286,The software does not properly manage a user within its environment.,1000284
Placement of User into Incorrect Group - (842),77,1000284286842,The software or the administrator places a user into an incorrect group.,1000284286
Improper Authentication - (287),78,1000284287,"When an actor claims to have a given identity, the software does not prove or insufficiently proves that the claim is correct.authentificationAuthC",1000284
Weak Encoding for Password - (261),79,1000284287261,Obscuring a password with a trivial encoding does not protect the password.,1000284287
Not Using Password Aging - (262),80,1000284287262,"If no mechanism is in place for managing password aging, users will have no incentive to update passwords in a timely manner.",1000284287
Password Aging with Long Expiration - (263),81,1000284287263,Allowing password aging to occur unchecked can result in the possibility of diminished password integrity.,1000284287
Authentication Bypass Using an Alternate Path or Channel - (288),82,1000284287288,"A product requires authentication, but the product has an alternate path or channel that does not require authentication.",1000284287
Direct Request ('Forced Browsing') - (425),83,1000284287288425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.forced browsing",1000284287288
Authentication Bypass by Alternate Name - (289),84,1000284287289,"The software performs authentication based on the name of a resource being accessed, or the name of the actor performing the access, but it does not properly check all possible names for that resource or actor.",1000284287
Authentication Bypass by Spoofing - (290),85,1000284287290,This attack-focused weakness is caused by improperly implemented authentication schemes that are subject to spoofing attacks.,1000284287
Reliance on IP Address for Authentication - (291),86,1000284287290291,The software uses an IP address for authentication.,1000284287290
Using Referer Field for Authentication - (293),87,1000284287290293,"The referer field in HTTP requests can be easily modified and, as such, is not a valid means of message integrity checking.referrer",1000284287290
Reliance on Reverse DNS Resolution for a Security-Critical Action - (350),88,1000284287290350,"The software performs reverse DNS resolution on an IP address to obtain the hostname and make a security decision, but it does not properly ensure that the IP address is truly associated with the hostname.",1000284287290
Authentication Bypass by Capture-replay - (294),89,1000284287294,A capture-replay flaw exists when the design of the software makes it possible for a malicious user to sniff network traffic and bypass authentication by replaying it to the server in question to the same effect as the original message (or with minor changes).,1000284287
Improper Certificate Validation - (295),90,1000284287295,"The software does not validate, or incorrectly validates, a certificate.",1000284287
Improper Following of a Certificate's Chain of Trust - (296),91,1000284287295296,"The software does not follow, or incorrectly follows, the chain of trust for a certificate back to a trusted root certificate, resulting in incorrect trust of any resource that is associated with that certificate.",1000284287295
Improper Validation of Certificate with Host Mismatch - (297),92,1000284287295297,"The software communicates with a host that provides a certificate, but the software does not properly ensure that the certificate is actually associated with that host.",1000284287295
Improper Validation of Certificate Expiration - (298),93,1000284287295298,"A certificate expiration is not validated or is incorrectly validated, so trust may be assigned to certificates that have been abandoned due to age.",1000284287295
Improper Check for Certificate Revocation - (299),94,1000284287295299,"The software does not check or incorrectly checks the revocation status of a certificate, which may cause it to use a certificate that has been compromised.",1000284287295
Missing Check for Certificate Revocation after Initial Check - (370),95,1000284287295299370,"The software does not check the revocation status of a certificate after its initial revocation check, which can cause the software to perform privileged actions even after the certificate is revoked at a later time.",1000284287295299
Missing Validation of OpenSSL Certificate - (599),96,1000284287295599,The software uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.,1000284287295
Reflection Attack in an Authentication Protocol - (301),97,1000284287301,Simple authentication protocols are subject to reflection attacks if a malicious user can use the target machine to impersonate a trusted user.,1000284287
Authentication Bypass by Assumed-Immutable Data - (302),98,1000284287302,"The authentication scheme or implementation uses key data elements that are assumed to be immutable, but can be controlled or modified by the attacker.",1000284287
Incorrect Implementation of Authentication Algorithm - (303),99,1000284287303,"The requirements for the software dictate the use of an established authentication algorithm, but the implementation of the algorithm is incorrect.",1000284287
Missing Critical Step in Authentication - (304),100,1000284287304,"The software implements an authentication technique, but it skips a step that weakens the technique.",1000284287
Authentication Bypass by Primary Weakness - (305),101,1000284287305,"The authentication algorithm is sound, but the implemented mechanism can be bypassed as the result of a separate weakness that is primary to the authentication error.",1000284287
Missing Authentication for Critical Function - (306),102,1000284287306,The software does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,1000284287
Improper Restriction of Excessive Authentication Attempts - (307),103,1000284287307,"The software does not implement sufficient measures to prevent multiple failed authentication attempts within in a short time frame, making it more susceptible to brute force attacks.",1000284287
Use of Single-factor Authentication - (308),104,1000284287308,The use of single-factor authentication can lead to unnecessary risk of compromise when compared with the benefits of a dual-factor authentication scheme.,1000284287
Use of Password System for Primary Authentication - (309),105,1000284287309,"The use of password systems as the primary means of authentication may be subject to several flaws or shortcomings, each reducing the effectiveness of the mechanism.",1000284287
Weak Password Requirements - (521),106,1000284287521,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",1000284287
Empty Password in Configuration File - (258),107,1000284287521258,Using an empty string as a password is insecure.,1000284287521
Insufficiently Protected Credentials - (522),108,1000284287522,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.",1000284287
Unprotected Storage of Credentials - (256),109,1000284287522256,Storing a password in plaintext may result in a system compromise.,1000284287522
Storing Passwords in a Recoverable Format - (257),110,1000284287522257,"The storage of passwords in a recoverable format makes them subject to password reuse attacks by malicious users. In fact, it should be noted that recoverable encrypted passwords provide no significant benefit over plaintext passwords since they are subject not only to reuse by malicious attackers but also by malicious insiders. If a system administrator can recover a password directly, or use a brute force search on the available information, the administrator can use the password on other accounts.",1000284287522
Password in Configuration File - (260),111,1000284287522260,The software stores a password in a configuration file that might be accessible to actors who do not know the password.,1000284287522
ASP.NET Misconfiguration: Password in Configuration File - (13),112,100028428752226013,Storing a plaintext password in a configuration file allows anyone who can read the file access to the password-protected resource making them an easy target for attackers.,1000284287522260
Empty Password in Configuration File - (258),113,1000284287522260258,Using an empty string as a password is insecure.,1000284287522260
Unprotected Transport of Credentials - (523),114,1000284287522523,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,1000284287522
Missing Password Field Masking - (549),115,1000284287522549,"The software does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.",1000284287522
J2EE Misconfiguration: Plaintext Password in Configuration File - (555),116,1000284287522555,The J2EE application stores a plaintext password in a configuration file.,1000284287522
Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created - (593),117,1000284287593,The software modifies the SSL context after connection creation has begun.,1000284287
Use of Client-Side Authentication - (603),118,1000284287603,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check.",1000284287
Unverified Password Change - (620),119,1000284287620,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.",1000284287
Weak Password Recovery Mechanism for Forgotten Password - (640),120,1000284287640,"The software contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",1000284287
Overly Restrictive Account Lockout Mechanism - (645),121,1000284287645,"The software contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out.",1000284287
Use of Hard-coded Credentials - (798),122,1000284287798,"The software contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",1000284287
Use of Hard-coded Password - (259),123,1000284287798259,"The software contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.",1000284287798
Use of Hard-coded Cryptographic Key - (321),124,1000284287798321,The use of a hard-coded cryptographic key significantly increases the possibility that encrypted data may be recovered.,1000284287798
Guessable CAPTCHA - (804),125,1000284287804,"The software uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.",1000284287
Use of Password Hash Instead of Password for Authentication - (836),126,1000284287836,"The software records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store.",1000284287
Origin Validation Error - (346),127,1000284346,The software does not properly verify that the source of data or communication is valid.,1000284
Improper Restriction of Communication Channel to Intended Endpoints - (923),128,1000284923,"The software establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint.",1000284
Reliance on IP Address for Authentication - (291),129,1000284923291,The software uses an IP address for authentication.,1000284923
Improper Validation of Certificate with Host Mismatch - (297),130,1000284923297,"The software communicates with a host that provides a certificate, but the software does not properly ensure that the certificate is actually associated with that host.",1000284923
Channel Accessible by Non-Endpoint - (300),131,1000284923300,"The product does not adequately verify the identity of actors at both ends of a communication channel, or does not adequately ensure the integrity of the channel, in a way that allows the channel to be accessed or influenced by an actor that is not an endpoint.Man-in-the-Middle / MITMPerson-in-the-Middle / PiTMMonkey-in-the-MiddleMonster-in-the-Middle",1000284923
Key Exchange without Entity Authentication - (322),132,1000284923322,The software performs a key exchange with an actor without verifying the identity of that actor.,1000284923
Reliance on Reverse DNS Resolution for a Security-Critical Action - (350),133,1000284923350,"The software performs reverse DNS resolution on an IP address to obtain the hostname and make a security decision, but it does not properly ensure that the IP address is truly associated with the hostname.",1000284923
Unprotected Primary Channel - (419),134,1000284923419,"The software uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",1000284923
Unprotected Alternate Channel - (420),135,1000284923420,"The software protects a primary channel, but it does not use the same level of protection for an alternate channel.",1000284923
Race Condition During Access to Alternate Channel - (421),136,1000284923420421,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",1000284923420
Unprotected Windows Messaging Channel ('Shatter') - (422),137,1000284923420422,"The software does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product.",1000284923420
Improper Verification of Intent by Broadcast Receiver - (925),138,1000284923925,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source.Intent Spoofing,1000284923
Improper Verification of Source of a Communication Channel - (940),139,1000284923940,"The software establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin.",1000284923
Incorrectly Specified Destination in a Communication Channel - (941),140,1000284923941,"The software creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor.",1000284923
Permissive Cross-domain Policy with Untrusted Domains - (942),141,1000284942,The software uses a cross-domain policy file that includes domains that should not be trusted.,1000284
Improper Interaction Between Multiple Correctly-Behaving Entities - (435),142,1000435,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses.Interaction ErrorEmergent Fault",0
Insecure Automated Optimizations - (1038),143,10004351038,"The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption.",1000435
Processor Optimization Removal or Modification of Security-critical Code - (1037),144,100043510381037,"The developer builds a security-critical protection mechanism into the software, but the processor optimizes the execution of the program such that the mechanism is removed or modified.",10004351038
Compiler Optimization Removal or Modification of Security-critical Code - (733),145,10004351038733,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified.",10004351038
Compiler Removal of Code to Clear Buffers - (14),146,1000435103873314,"Sensitive memory is cleared according to the source code, but compiler optimizations leave the memory untouched when it is not read from again, aka ""dead store removal.""",10004351038733
Reliance on Data/Memory Layout - (188),147,1000435188,"The software makes invalid assumptions about how protocol data or memory is organized at a lower level, resulting in unintended program behavior.",1000435
Use of Incorrect Byte Ordering - (198),148,1000435188198,"The software receives input from an upstream component, but it does not account for byte ordering (e.g. big-endian and little-endian) when processing the input, causing an incorrect number or value to be used.",1000435188
Interpretation Conflict - (436),149,1000435436,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.",1000435
Misinterpretation of Input - (115),150,1000435436115,"The software misinterprets an input, whether from an attacker or another product, in a security-relevant fashion.",1000435436
Incomplete Model of Endpoint Features - (437),151,1000435436437,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",1000435436
Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') - (444),152,1000435436444,"When malformed or abnormal HTTP requests are interpreted by one or more entities in the data flow between the user and the web server, such as a proxy or firewall, they can be interpreted inconsistently, allowing the attacker to ""smuggle"" a request to one device without the other device being aware of it.",1000435436
Null Byte Interaction Error (Poison Null Byte) - (626),153,1000435436626,The product does not properly handle null bytes or NUL characters when passing data between different representations or components.,1000435436
Trusting HTTP Permission Methods on the Server Side - (650),154,1000435436650,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state.",1000435436
Improper Neutralization of Invalid Characters in Identifiers in Web Pages - (86),155,100043543686,"The software does not neutralize or incorrectly neutralizes invalid characters or byte sequences in the middle of tag names, URI schemes, and other identifiers.",1000435436
Behavioral Change in New Version or Environment - (439),156,1000435439,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.Functional change",1000435
Improper Control of a Resource Through its Lifetime - (664),157,1000664,"The software does not maintain or incorrectly maintains control over a resource throughout its lifetime of creation, use, and release.",0
Incorrect Access of Indexable Resource ('Range Error') - (118),158,1000664118,"The software does not restrict or incorrectly restricts operations within the boundaries of a resource that is accessed using an index or pointer, such as memory or files.",1000664
Improper Restriction of Operations within the Bounds of a Memory Buffer - (119),159,1000664118119,"The software performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer.Memory Corruption",1000664118
Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') - (120),160,1000664118119120,"The program copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow.buffer overrunUnbounded Transfer",1000664118119
Use of Path Manipulation Function without Maximum-sized Buffer - (785),161,1000664118119120785,"The software invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.",1000664118119120
Out-of-bounds Read - (125),162,1000664118119125,"The software reads data past the end, or before the beginning, of the intended buffer.",1000664118119
Buffer Over-read - (126),163,1000664118119125126,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer.,1000664118119125
Buffer Under-read - (127),164,1000664118119125127,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations prior to the targeted buffer.,1000664118119125
Return of Pointer Value Outside of Expected Range - (466),165,1000664118119466,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,1000664118119
Integer Overflow to Buffer Overflow - (680),166,1000664118119680,"The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow.",1000664118119
Access of Memory Location Before Start of Buffer - (786),167,1000664118119786,The software reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,1000664118119
Buffer Underwrite ('Buffer Underflow') - (124),168,1000664118119786124,The software writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.buffer underrun,1000664118119786
Buffer Under-read - (127),169,1000664118119786127,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations prior to the targeted buffer.,1000664118119786
Out-of-bounds Write - (787),170,1000664118119787,"The software writes data past the end, or before the beginning, of the intended buffer.",1000664118119
Stack-based Buffer Overflow - (121),171,1000664118119787121,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function).Stack Overflow",1000664118119787
Heap-based Buffer Overflow - (122),172,1000664118119787122,"A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc().",1000664118119787
Write-what-where Condition - (123),173,1000664118119787123,"Any condition where the attacker has the ability to write an arbitrary value to an arbitrary location, often as the result of a buffer overflow.",1000664118119787
Buffer Underwrite ('Buffer Underflow') - (124),174,1000664118119787124,The software writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.buffer underrun,1000664118119787
