CVE-2011-4879,"miniweb.exe in the hmi web server in siemens wincc flexible 2004, 2005, 2007, and 2008 before sp3; wincc v11 (aka tia portal) before sp2 update 1; the tp, op, mp, comfort panels, and mobile panels simatic hmi panels; wincc v11 runtime advanced; and wincc flexible runtime does not properly handle uris beginning with a 0xfa character, which allows remote attackers to read data from arbitrary memory locations or cause a denial of service (application crash) via a crafted post request."
CVE-2011-4880,directory traversal vulnerability in the web server in certec atvise webmi2ads (aka webmi) before 2.0.2 allows remote attackers to read arbitrary files via a crafted http request.
CVE-2011-4881,"the web server in certec atvise webmi2ads (aka webmi) before 2.0.2 does not properly check return values from functions, which allows remote attackers to cause a denial of service (null pointer dereference) via a crafted http request."
CVE-2011-4882,the web server in certec atvise webmi2ads (aka webmi) before 2.0.2 allows remote attackers to cause a denial of service (application exit) via an unspecified command in an http request.
CVE-2011-5007,"stack-based buffer overflow in the cmpwebserver component in 3s codesys 3.4 sp4 patch 2 and earlier, as used on the abb ac500 plc and possibly other products, allows remote attackers to execute arbitrary code via a long uri to tcp port 8080."
CVE-2011-5008,"integer overflow in the gatewayservice component in 3s codesys 3.4 sp4 patch 2 allows remote attackers to execute arbitrary code via a large size value in the packet header, which triggers a heap-based buffer overflow."
CVE-2011-5009,the cmpwebserver.dll module in the control service in 3s codesys 3.4 sp4 patch 2 allows remote attackers to cause a denial of service (null pointer dereference) via (1) a crafted content-length in an http post or (2) an invalid http request method.
CVE-2011-5088,"the genesis32 icosetserver activex control in iconics genesis32 9.21 and bizviz 9.21 configures the trusted zone on the basis of user input, which allows remote attackers to execute arbitrary code via a crafted web site, related to a ""workbench32/webhmi component settrustedzone policy vulnerability."""
CVE-2011-5089,"buffer overflow in the security login activex controls in iconics genesis32 8.05, 9.0, 9.1, and 9.2 and bizviz 8.05, 9.0, 9.1, and 9.2 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a long password."
CVE-2012-0221,"the factorytalk (ft) rnadiagreceiver service in rockwell automation allen-bradley factorytalk cpr9 through sr5 and rslogix 5000 17 through 20 does not properly handle the return value from an unspecified function, which allows remote attackers to cause a denial of service (service outage) via a crafted packet."
CVE-2012-0222,the factorytalk (ft) rnadiagreceiver service in rockwell automation allen-bradley factorytalk cpr9 through sr5 and rslogix 5000 17 through 20 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted packet.
CVE-2012-0223,"untrusted search path vulnerability in 7-technologies (7t) termis 2.10 and earlier allows local users to gain privileges via a trojan horse dll in the current working directory, a different vulnerability than cve-2012-0224."
CVE-2012-0225,cross-site scripting (xss) vulnerability in invensys wonderware information server 4.0 sp1 and 4.5 allows remote attackers to inject arbitrary web script or html via unspecified vectors.
CVE-2012-0226,sql injection vulnerability in invensys wonderware information server 4.0 sp1 and 4.5 allows remote attackers to execute arbitrary sql commands via unspecified vectors.
CVE-2012-0228,"invensys wonderware information server 4.0 sp1 and 4.5 does not properly implement client controls, which allows remote attackers to bypass intended access restrictions via unspecified vectors."
CVE-2012-0229,the data archiver service in ge intelligent platforms proficy historian 4.5 and earlier allows remote attackers to cause a denial of service (memory corruption) or possibly execute arbitrary code via a crafted session on tcp port 14000 to (1) ihdataarchiver.exe or (2) ihdataarchiver_x64.exe.
CVE-2012-0233,cross-site scripting (xss) vulnerability in advantech/broadwin webaccess before 7.0 allows remote attackers to inject arbitrary web script or html via a malformed url.
CVE-2012-0234,sql injection vulnerability in advantech/broadwin webaccess before 7.0 allows remote attackers to execute arbitrary sql commands via a malformed url.
CVE-2012-0235,cross-site request forgery (csrf) vulnerability in advantech/broadwin webaccess before 7.0 allows remote attackers to hijack the authentication of unspecified victims via unknown vectors.
CVE-2012-0236,"advantech/broadwin webaccess 7.0 and earlier allows remote attackers to obtain sensitive information via a direct request to a url.  note: the vendor reportedly ""does not consider it to be a security risk."""
CVE-2012-0237,advantech/broadwin webaccess before 7.0 allows remote attackers to (1) enable date and time syncing or (2) disable date and time syncing via a crafted url.
CVE-2012-0238,stack-based buffer overflow in opcimg.asp in advantech/broadwin webaccess before 7.0 allows remote attackers to execute arbitrary code via unspecified vectors.
CVE-2012-0239,"uaddupadmin.asp in advantech/broadwin webaccess before 7.0 does not properly perform authentication, which allows remote attackers to modify an administrative password via a password-change request."
CVE-2012-0240,"gbscriptaddup.asp in advantech/broadwin webaccess before 7.0 does not properly perform authentication, which allows remote attackers to execute arbitrary code via unspecified vectors."
CVE-2012-0241,advantech/broadwin webaccess before 7.0 allows remote attackers to cause a denial of service (memory corruption) via a modified stream identifier to a function.
CVE-2012-0242,format string vulnerability in advantech/broadwin webaccess before 7.0 allows remote attackers to execute arbitrary code via format string specifiers in a message string.
CVE-2012-0243,buffer overflow in an activex control in bwocxrun.ocx in advantech/broadwin webaccess before 7.0 allows remote attackers to execute arbitrary code by leveraging the ability to write arbitrary content to any pathname.
CVE-2012-0244,multiple sql injection vulnerabilities in advantech/broadwin webaccess before 7.0 allow remote attackers to execute arbitrary sql commands via crafted string input.
CVE-2012-0245,"multiple stack-based buffer overflows in robnetscanhost.exe in abb robot communications runtime before 5.14.02, as used in abb interlink module, irc5 opc server, pc sdk, pickmaster 3 and 5, robview 5, robotstudio, webware sdk, and webware server, allow remote attackers to execute arbitrary code via a crafted (1) 0xa or (2) 0xe netscan packet."
CVE-2012-0309,"cross-site scripting (xss) vulnerability in cogent datahub 7.1.2 and earlier, cascade datahub 6.4.20 and earlier, and opc datahub 6.4.20 and earlier allows remote attackers to inject arbitrary web script or html via unspecified vectors."
CVE-2012-0310,"crlf injection vulnerability in cogent datahub 7.1.2 and earlier, cascade datahub 6.4.20 and earlier, and opc datahub 6.4.20 and earlier allows remote attackers to inject arbitrary http headers and conduct http response splitting attacks via unspecified vectors."
CVE-2012-0929,multiple buffer overflows in schneider electric modicon quantum plc allow remote attackers to cause a denial of service via malformed requests to the (1) ftp server or (2) http server.
CVE-2012-0930,cross-site scripting (xss) vulnerability in schneider electric modicon quantum plc allows remote attackers to inject arbitrary web script or html via unspecified vectors.
CVE-2012-0931,"schneider electric modicon quantum plc does not perform authentication between the unity software and plc, which allows remote attackers to cause a denial of service or possibly execute arbitrary code via unspecified vectors."
CVE-2012-1234,sql injection vulnerability in advantech/broadwin webaccess 7.0 allows remote authenticated users to execute arbitrary sql commands via a malformed url.  note: this vulnerability exists because of an incomplete fix for cve-2012-0234.
CVE-2012-1235,cross-site request forgery (csrf) vulnerability in advantech/broadwin webaccess 7.0 allows remote authenticated users to hijack the authentication of unspecified victims via unknown vectors.  note: this vulnerability exists because of an incomplete fix for cve-2012-0235.
CVE-2012-1799,"the web server on the siemens scalance s security module firewall s602 v2, s612 v2, and s613 v2 with firmware before 2.3.0.3 does not limit the rate of authentication attempts, which makes it easier for remote attackers to obtain access via a brute-force attack on the administrative password."
CVE-2012-1800,"stack-based buffer overflow in the profinet dcp protocol implementation on the siemens scalance s security module firewall s602 v2, s612 v2, and s613 v2 with firmware before 2.3.0.3 allows remote attackers to cause a denial of service (device outage) or possibly execute arbitrary code via a crafted dcp frame."
CVE-2012-1801,"multiple stack-based buffer overflows in (1) com and (2) activex controls in abb webware server, webware sdk, interlink module, s4 opc server, quickteach, robotstudio s4, and robotstudio lite allow remote attackers to execute arbitrary code via crafted input data."
CVE-2012-1802,"buffer overflow in the embedded web server on the siemens scalance x industrial ethernet switch x414-3e before 3.7.1, x308-2m before 3.7.2, x-300eec before 3.7.2, xr-300 before 3.7.2, and x-300 before 3.7.2 allows remote attackers to cause a denial of service (device reboot) or possibly execute arbitrary code via a malformed url."
CVE-2012-1803,"ruggedcom rugged operating system (ros) 3.10.x and earlier has a factory account with a password derived from the mac address field in the banner, which makes it easier for remote attackers to obtain access by performing a calculation on this address value, and then establishing a (1) telnet, (2) remote shell (aka rsh), or (3) serial-console session."
CVE-2012-1810,eoscorescada.exe in c3-ilex eoscada before 11.0.19.2 allows remote attackers to cause a denial of service (daemon restart) by sending data to tcp port (1) 5050 or (2) 24004.
CVE-2012-1811,eosdataserver.exe in c3-ilex eoscada before 11.0.19.2 allows remote attackers to cause a denial of service by sending a large amount of data to tcp port 24006.
CVE-2012-1812,eosfailoverservice.exe in c3-ilex eoscada before 11.0.19.2 allows remote attackers to obtain sensitive cleartext information via a session on tcp port 12000.
CVE-2012-1813,eosfailoverservice.exe in c3-ilex eoscada before 11.0.19.2 allows remote attackers to cause a denial of service by sending a large amount of data to tcp port 12000.
CVE-2012-1819,untrusted search path vulnerability in wellintech kingview 6.53 allows local users to gain privileges via a trojan horse dll in the current working directory.
CVE-2012-1830,stack-based buffer overflow in wellintech kingview 6.53 allows remote attackers to execute arbitrary code via a crafted packet to tcp port 555.
CVE-2012-1831,heap-based buffer overflow in wellintech kingview 6.53 allows remote attackers to execute arbitrary code via a crafted packet to tcp port 555.
CVE-2012-1832,wellintech kingview 6.53 allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds read) via a crafted packet to (1) tcp or (2) udp port 2001.
CVE-2012-1977,"wellintech kingscada 3.0 uses a cleartext base64 format for storage of passwords in user.db, which allows context-dependent attackers to obtain sensitive information by reading this file."
CVE-2012-1990,"multiple cross-site scripting (xss) vulnerabilities in schneider electric kerweb before 3.0.1 and kerwin before 6.0.1 allow remote attackers to inject arbitrary web script or html via (1) the evtvariablename parameter in an evts.xml action to kw.dll, (2) unspecified search fields, or (3) unspecified content-display fields."
CVE-2012-2152,stack-based buffer overflow in the get_packet method in socket.c in dhcpcd 3.2.3 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long packet.
CVE-2012-2426,"the server in xarrow before 3.4.1 does not properly allocate memory, which allows remote attackers to cause a denial of service (null pointer dereference and daemon crash) via unspecified vectors."
CVE-2012-2427,heap-based buffer overflow in the server in xarrow before 3.4.1 allows remote attackers to execute arbitrary code via packets that trigger an invalid free operation.
CVE-2012-2428,integer overflow in the server in xarrow before 3.4.1 allows remote attackers to execute arbitrary code via a crafted packet that triggers an out-of-bounds read operation.
CVE-2012-2429,"the server in xarrow before 3.4.1 performs an invalid read operation, which allows remote attackers to execute arbitrary code via unspecified vectors."
CVE-2012-2515,"multiple stack-based buffer overflows in the keyhelp.keyctrl.1 activex control in keyhelp.ocx 1.2.312 in keyworks keyhelp module (aka the html help component), as used in emc documentum applicationxtender desktop 5.4; emc captiva quickscan pro 4.6 sp1; ge intelligent platforms proficy historian 3.1, 3.5, 4.0, and 4.5; ge intelligent platforms proficy hmi/scada ifix 5.0 and 5.1; ge intelligent platforms proficy pulse 1.0; ge intelligent platforms proficy batch execution 5.6; ge intelligent platforms si7 i/o driver 7.20 through 7.42; and other products, allow remote attackers to execute arbitrary code via a long string in the second argument to the (1) jumpmappedid or (2) jumpurl method."
CVE-2012-2516,"an activex control in keyhelp.ocx in keyworks keyhelp module (aka the html help component), as used in ge intelligent platforms proficy historian 3.1, 3.5, 4.0, and 4.5; proficy hmi/scada ifix 5.0 and 5.1; proficy pulse 1.0; proficy batch execution 5.6; si7 i/o driver 7.20 through 7.42; and other products, allows remote attackers to execute arbitrary commands via crafted input, related to a ""command injection vulnerability."""
CVE-2012-2559,wellintech kinghistorian 3.0 allows remote attackers to execute arbitrary code or cause a denial of service (invalid pointer write) via a crafted packet to tcp port 5678.
CVE-2012-2560,directory traversal vulnerability in wellintech kingview 6.53 allows remote attackers to read arbitrary files via a crafted http request to port 8001.
CVE-2012-2595,multiple cross-site scripting (xss) vulnerabilities in unspecified web applications in siemens wincc 7.0 sp3 before update 2 allow remote attackers to inject arbitrary web script or html via vectors involving special characters in parameters.
CVE-2012-3004,"multiple untrusted search path vulnerabilities in realflex realwin before 2.1.13, flexview before 3.1.86, and realwindemo before 2.1.13 allow local users to gain privileges via a trojan horse (1) realwin.dll or (2) keyhook.dll file in the current working directory."
CVE-2012-3005,"untrusted search path vulnerability in invensys wonderware intouch 2012 and earlier, as used in wonderware application server, wonderware information server, foxboro control software, infusion ce/fe/scada, inbatch, and wonderware historian, allows local users to gain privileges via a trojan horse dll in an unspecified directory."
CVE-2012-3009,"siemens comos before 9.1 patch 413, 9.2 before update 03 patch 023, and 10.0 before patch 005 allows remote authenticated users to obtain database administrative access via unspecified method calls."
CVE-2012-3011,directory traversal vulnerability in the web server in fultek wintr scada 4.0.5 and earlier allows remote attackers to read arbitrary files via a crafted request.
